shift_id,employee_id,store_id,scheduled_start,scheduled_end,actual_start,actual_end,shift_status
34,6,1,2025-11-03 10:00:00,2025-11-03 16:00:00,2025-11-03 10:07:00,2025-11-03 16:08:00,completed
35,68,2,2025-11-03 09:00:00,2025-11-03 17:00:00,2025-11-03 09:00:00,2025-11-03 17:05:00,completed
36,60,2,2025-11-03 08:00:00,2025-11-03 14:00:00,2025-11-03 07:58:00,2025-11-03 14:02:00,completed
37,24,2,2025-11-03 15:00:00,2025-11-03 21:00:00,2025-11-03 15:01:00,2025-11-03 21:00:00,completed
38,45,2,2025-11-03 10:00:00,2025-11-03 16:00:00,2025-11-03 09:59:00,2025-11-03 16:10:00,completed
39,3,3,2025-11-03 10:00:00,2025-11-03 18:00:00,2025-11-03 10:01:00,2025-11-03 18:06:00,completed
40,54,3,2025-11-03 09:00:00,2025-11-03 15:00:00,2025-11-03 08:55:00,2025-11-03 14:59:00,completed
41,5,3,2025-11-03 15:00:00,2025-11-03 21:00:00,2025-11-03 15:00:00,2025-11-03 20:58:00,completed
42,70,3,2025-11-03 11:00:00,2025-11-03 17:00:00,2025-11-03 10:58:00,2025-11-03 16:49:00,completed
43,67,1,2025-11-04 09:00:00,2025-11-04 17:00:00,2025-11-04 09:00:00,2025-11-04 17:01:00,completed
44,12,1,2025-11-04 08:00:00,2025-11-04 14:00:00,2025-11-04 07:58:00,2025-11-04 14:00:00,completed
45,72,1,2025-11-04 16:00:00,2025-11-04 22:00:00,2025-11-04 16:00:00,2025-11-04 21:57:00,completed
46,14,1,2025-11-04 10:00:00,2025-11-04 16:00:00,2025-11-04 09:59:00,2025-11-04 16:13:00,completed
47,16,2,2025-11-04 09:00:00,2025-11-04 17:00:00,2025-11-04 09:01:00,2025-11-04 16:56:00,completed
48,55,2,2025-11-04 08:00:00,2025-11-04 14:00:00,2025-11-04 08:10:00,2025-11-04 13:55:00,completed
49,32,2,2025-11-04 15:00:00,2025-11-04 21:00:00,2025-11-04 14:59:00,2025-11-04 21:08:00,completed
50,30,2,2025-11-04 10:00:00,2025-11-04 16:00:00,2025-11-04 10:00:00,2025-11-04 16:15:00,completed
51,47,3,2025-11-04 10:00:00,2025-11-04 18:00:00,2025-11-04 09:56:00,2025-11-04 18:15:00,completed
52,31,3,2025-11-04 09:00:00,2025-11-04 15:00:00,,,cancelled
53,20,3,2025-11-04 15:00:00,2025-11-04 21:00:00,2025-11-04 14:58:00,2025-11-04 21:11:00,completed
54,71,3,2025-11-04 11:00:00,2025-11-04 17:00:00,2025-11-04 11:02:00,2025-11-04 16:55:00,completed
55,1,1,2025-11-05 09:00:00,2025-11-05 17:00:00,2025-11-05 09:02:00,2025-11-05 16:59:00,completed
56,41,1,2025-11-05 08:00:00,2025-11-05 14:00:00,2025-11-05 07:58:00,2025-11-05 14:02:00,completed
57,66,1,2025-11-05 16:00:00,2025-11-05 22:00:00,2025-11-05 16:03:00,2025-11-05 22:05:00,completed
58,50,1,2025-11-05 10:00:00,2025-11-05 16:00:00,2025-11-05 10:00:00,2025-11-05 16:04:00,completed
59,2,2,2025-11-05 09:00:00,2025-11-05 17:00:00,2025-11-05 08:56:00,2025-11-05 16:58:00,completed
60,39,2,2025-11-05 08:00:00,2025-11-05 14:00:00,2025-11-05 08:12:00,2025-11-05 14:06:00,completed
61,23,2,2025-11-05 15:00:00,2025-11-05 21:00:00,2025-11-05 15:01:00,2025-11-05 21:04:00,completed
62,37,2,2025-11-05 10:00:00,2025-11-05 16:00:00,2025-11-05 09:57:00,2025-11-05 16:00:00,completed
63,4,3,2025-11-05 10:00:00,2025-11-05 18:00:00,2025-11-05 09:59:00,2025-11-05 17:53:00,completed
64,36,3,2025-11-05 09:00:00,2025-11-05 15:00:00,2025-11-05 08:56:00,2025-11-05 14:59:00,completed
65,8,3,2025-11-05 15:00:00,2025-11-05 21:00:00,2025-11-05 15:00:00,2025-11-05 20:58:00,completed
66,22,3,2025-11-05 11:00:00,2025-11-05 17:00:00,2025-11-05 11:00:00,2025-11-05 16:55:00,completed
67,67,1,2025-11-06 09:00:00,2025-11-06 17:00:00,2025-11-06 09:00:00,2025-11-06 17:00:00,completed
68,33,1,2025-11-06 08:00:00,2025-11-06 14:00:00,2025-11-06 08:02:00,2025-11-06 13:55:00,completed
69,52,1,2025-11-06 16:00:00,2025-11-06 22:00:00,2025-11-06 15:58:00,2025-11-06 22:03:00,completed
70,6,1,2025-11-06 10:00:00,2025-11-06 16:00:00,2025-11-06 10:03:00,2025-11-06 16:00:00,completed
71,63,2,2025-11-06 09:00:00,2025-11-06 17:00:00,2025-11-06 08:57:00,2025-11-06 17:06:00,completed
72,13,2,2025-11-06 08:00:00,2025-11-06 14:00:00,2025-11-06 08:03:00,2025-11-06 13:59:00,completed
73,19,2,2025-11-06 15:00:00,2025-11-06 21:00:00,2025-11-06 14:58:00,2025-11-06 21:01:00,completed
74,80,2,2025-11-06 10:00:00,2025-11-06 16:00:00,2025-11-06 10:01:00,2025-11-06 15:54:00,completed
75,62,3,2025-11-06 10:00:00,2025-11-06 18:00:00,2025-11-06 10:02:00,2025-11-06 17:56:00,completed
76,28,3,2025-11-06 09:00:00,2025-11-06 15:00:00,2025-11-06 08:57:00,2025-11-06 15:02:00,completed
77,64,3,2025-11-06 15:00:00,2025-11-06 21:00:00,2025-11-06 14:59:00,2025-11-06 20:57:00,completed
78,53,3,2025-11-06 11:00:00,2025-11-06 17:00:00,,,cancelled
79,1,1,2025-11-07 09:00:00,2025-11-07 17:00:00,2025-11-07 08:58:00,2025-11-07 17:03:00,completed
80,17,1,2025-11-07 08:00:00,2025-11-07 14:00:00,2025-11-07 07:59:00,2025-11-07 13:52:00,completed
81,43,1,2025-11-07 16:00:00,2025-11-07 22:00:00,2025-11-07 15:57:00,2025-11-07 22:00:00,completed
82,50,1,2025-11-07 10:00:00,2025-11-07 16:00:00,2025-11-07 09:58:00,2025-11-07 15:58:00,completed
83,72,1,2025-11-07 12:00:00,2025-11-07 17:00:00,2025-11-07 12:05:00,2025-11-07 17:00:00,completed
84,2,2,2025-11-07 09:00:00,2025-11-07 17:00:00,2025-11-07 08:59:00,2025-11-07 16:54:00,completed
85,7,2,2025-11-07 08:00:00,2025-11-07 14:00:00,2025-11-07 07:59:00,2025-11-07 13:53:00,completed
86,46,2,2025-11-07 15:00:00,2025-11-07 21:00:00,2025-11-07 14:56:00,2025-11-07 21:04:00,completed
87,37,2,2025-11-07 10:00:00,2025-11-07 16:00:00,2025-11-07 10:02:00,2025-11-07 15:48:00,completed
88,38,2,2025-11-07 12:00:00,2025-11-07 17:00:00,2025-11-07 12:01:00,2025-11-07 16:59:00,completed
89,58,3,2025-11-07 10:00:00,2025-11-07 18:00:00,2025-11-07 10:05:00,2025-11-07 17:54:00,completed
90,75,3,2025-11-07 09:00:00,2025-11-07 15:00:00,2025-11-07 09:00:00,2025-11-07 15:05:00,completed
91,26,3,2025-11-07 15:00:00,2025-11-07 21:00:00,2025-11-07 14:58:00,2025-11-07 20:58:00,completed
92,78,3,2025-11-07 11:00:00,2025-11-07 17:00:00,2025-11-07 11:01:00,2025-11-07 17:03:00,completed
93,69,3,2025-11-07 13:00:00,2025-11-07 18:00:00,2025-11-07 12:56:00,2025-11-07 17:55:00,completed
94,67,1,2025-11-08 09:00:00,2025-11-08 17:00:00,2025-11-08 08:59:00,2025-11-08 17:04:00,completed
95,12,1,2025-11-08 08:00:00,2025-11-08 14:00:00,2025-11-08 07:56:00,2025-11-08 13:59:00,completed
96,18,1,2025-11-08 16:00:00,2025-11-08 22:00:00,2025-11-08 16:03:00,2025-11-08 22:10:00,completed
97,14,1,2025-11-08 10:00:00,2025-11-08 16:00:00,2025-11-08 10:01:00,2025-11-08 16:05:00,completed
98,21,1,2025-11-08 12:00:00,2025-11-08 17:00:00,2025-11-08 12:03:00,2025-11-08 17:03:00,completed
99,16,2,2025-11-08 09:00:00,2025-11-08 17:00:00,2025-11-08 08:58:00,2025-11-08 17:05:00,completed
100,40,2,2025-11-08 08:00:00,2025-11-08 14:00:00,2025-11-08 08:05:00,2025-11-08 14:00:00,completed
101,38,2,2025-11-08 15:00:00,2025-11-08 21:00:00,2025-11-08 15:03:00,2025-11-08 20:48:00,completed
102,45,2,2025-11-08 10:00:00,2025-11-08 16:00:00,2025-11-08 09:59:00,2025-11-08 15:56:00,completed
103,23,2,2025-11-08 12:00:00,2025-11-08 17:00:00,2025-11-08 12:03:00,2025-11-08 16:49:00,completed
104,3,3,2025-11-08 10:00:00,2025-11-08 18:00:00,2025-11-08 10:02:00,2025-11-08 18:02:00,completed
105,44,3,2025-11-08 09:00:00,2025-11-08 15:00:00,2025-11-08 09:01:00,2025-11-08 15:04:00,completed
106,77,3,2025-11-08 15:00:00,2025-11-08 21:00:00,2025-11-08 14:58:00,2025-11-08 20:58:00,completed
107,15,3,2025-11-08 11:00:00,2025-11-08 17:00:00,2025-11-08 11:05:00,2025-11-08 17:05:00,completed
108,34,3,2025-11-08 13:00:00,2025-11-08 18:00:00,2025-11-08 13:03:00,2025-11-08 18:06:00,completed
109,1,1,2025-11-09 09:00:00,2025-11-09 17:00:00,2025-11-09 08:56:00,2025-11-09 17:07:00,completed
110,33,1,2025-11-09 08:00:00,2025-11-09 14:00:00,2025-11-09 08:01:00,2025-11-09 14:00:00,completed
111,17,1,2025-11-09 16:00:00,2025-11-09 22:00:00,2025-11-09 15:58:00,2025-11-09 21:57:00,completed
112,6,1,2025-11-09 10:00:00,2025-11-09 16:00:00,2025-11-09 10:00:00,2025-11-09 15:55:00,completed
113,43,1,2025-11-09 12:00:00,2025-11-09 17:00:00,2025-11-09 11:58:00,2025-11-09 16:58:00,completed
114,68,2,2025-11-09 09:00:00,2025-11-09 17:00:00,2025-11-09 09:02:00,2025-11-09 16:48:00,completed
115,13,2,2025-11-09 08:00:00,2025-11-09 14:00:00,,,missed
116,40,2,2025-11-09 15:00:00,2025-11-09 21:00:00,2025-11-09 14:58:00,2025-11-09 20:58:00,completed
117,30,2,2025-11-09 10:00:00,2025-11-09 16:00:00,2025-11-09 09:59:00,2025-11-09 16:02:00,completed
118,24,2,2025-11-09 12:00:00,2025-11-09 17:00:00,2025-11-09 12:09:00,2025-11-09 17:00:00,completed
119,4,3,2025-11-09 10:00:00,2025-11-09 18:00:00,2025-11-09 10:02:00,2025-11-09 17:58:00,completed
120,11,3,2025-11-09 09:00:00,2025-11-09 15:00:00,2025-11-09 08:59:00,2025-11-09 14:52:00,completed
121,35,3,2025-11-09 15:00:00,2025-11-09 21:00:00,2025-11-09 15:04:00,2025-11-09 21:01:00,completed
122,56,3,2025-11-09 11:00:00,2025-11-09 17:00:00,2025-11-09 11:01:00,2025-11-09 17:03:00,completed
123,34,3,2025-11-09 13:00:00,2025-11-09 18:00:00,,,missed
124,67,1,2025-11-10 09:00:00,2025-11-10 17:00:00,2025-11-10 09:03:00,2025-11-10 17:09:00,completed
125,12,1,2025-11-10 08:00:00,2025-11-10 14:00:00,2025-11-10 07:55:00,2025-11-10 13:56:00,completed
126,52,1,2025-11-10 16:00:00,2025-11-10 22:00:00,2025-11-10 16:00:00,2025-11-10 22:04:00,completed
127,50,1,2025-11-10 10:00:00,2025-11-10 16:00:00,2025-11-10 09:58:00,2025-11-10 15:57:00,completed
128,68,2,2025-11-10 09:00:00,2025-11-10 17:00:00,2025-11-10 09:03:00,2025-11-10 17:03:00,completed
129,55,2,2025-11-10 08:00:00,2025-11-10 14:00:00,2025-11-10 08:00:00,2025-11-10 14:02:00,completed
130,32,2,2025-11-10 15:00:00,2025-11-10 21:00:00,2025-11-10 15:05:00,2025-11-10 21:10:00,completed
131,80,2,2025-11-10 10:00:00,2025-11-10 16:00:00,,,cancelled
132,47,3,2025-11-10 10:00:00,2025-11-10 18:00:00,2025-11-10 10:01:00,2025-11-10 18:02:00,completed
133,64,3,2025-11-10 09:00:00,2025-11-10 15:00:00,2025-11-10 08:56:00,2025-11-10 14:55:00,completed
134,26,3,2025-11-10 15:00:00,2025-11-10 21:00:00,2025-11-10 15:01:00,2025-11-10 20:59:00,completed
135,15,3,2025-11-10 11:00:00,2025-11-10 17:00:00,2025-11-10 10:52:00,2025-11-10 16:58:00,completed
136,1,1,2025-11-11 09:00:00,2025-11-11 17:00:00,2025-11-11 08:57:00,2025-11-11 17:04:00,completed
137,66,1,2025-11-11 08:00:00,2025-11-11 14:00:00,2025-11-11 08:11:00,2025-11-11 14:03:00,completed
138,41,1,2025-11-11 16:00:00,2025-11-11 22:00:00,2025-11-11 16:02:00,2025-11-11 22:04:00,completed
139,6,1,2025-11-11 10:00:00,2025-11-11 16:00:00,2025-11-11 09:56:00,2025-11-11 16:00:00,completed
140,63,2,2025-11-11 09:00:00,2025-11-11 17:00:00,2025-11-11 09:05:00,2025-11-11 16:55:00,completed
141,60,2,2025-11-11 08:00:00,2025-11-11 14:00:00,2025-11-11 08:00:00,2025-11-11 13:55:00,completed
142,39,2,2025-11-11 15:00:00,2025-11-11 21:00:00,2025-11-11 15:03:00,2025-11-11 20:50:00,completed
143,30,2,2025-11-11 10:00:00,2025-11-11 16:00:00,2025-11-11 10:01:00,2025-11-11 16:09:00,completed
144,62,3,2025-11-11 10:00:00,2025-11-11 18:00:00,2025-11-11 09:57:00,2025-11-11 17:55:00,completed
145,36,3,2025-11-11 09:00:00,2025-11-11 15:00:00,,,cancelled
146,31,3,2025-11-11 15:00:00,2025-11-11 21:00:00,2025-11-11 14:59:00,2025-11-11 20:50:00,completed
147,78,3,2025-11-11 11:00:00,2025-11-11 17:00:00,2025-11-11 11:04:00,2025-11-11 17:01:00,completed
148,1,1,2025-11-12 09:00:00,2025-11-12 17:00:00,2025-11-12 09:03:00,2025-11-12 17:02:00,completed
149,72,1,2025-11-12 08:00:00,2025-11-12 14:00:00,2025-11-12 07:58:00,2025-11-12 13:54:00,completed
150,21,1,2025-11-12 16:00:00,2025-11-12 22:00:00,2025-11-12 15:55:00,2025-11-12 21:48:00,completed
151,14,1,2025-11-12 10:00:00,2025-11-12 16:00:00,2025-11-12 09:56:00,2025-11-12 16:01:00,completed
152,16,2,2025-11-12 09:00:00,2025-11-12 17:00:00,2025-11-12 08:58:00,2025-11-12 17:08:00,completed
153,46,2,2025-11-12 08:00:00,2025-11-12 14:00:00,2025-11-12 08:01:00,2025-11-12 14:08:00,completed
154,19,2,2025-11-12 15:00:00,2025-11-12 21:00:00,2025-11-12 15:16:00,2025-11-12 20:58:00,completed
155,45,2,2025-11-12 10:00:00,2025-11-12 16:00:00,2025-11-12 10:02:00,2025-11-12 16:01:00,completed
156,58,3,2025-11-12 10:00:00,2025-11-12 18:00:00,2025-11-12 09:54:00,2025-11-12 18:13:00,completed
157,5,3,2025-11-12 09:00:00,2025-11-12 15:00:00,2025-11-12 09:01:00,2025-11-12 15:02:00,completed
158,54,3,2025-11-12 15:00:00,2025-11-12 21:00:00,2025-11-12 14:57:00,2025-11-12 21:00:00,completed
159,70,3,2025-11-12 11:00:00,2025-11-12 17:00:00,2025-11-12 11:01:00,2025-11-12 16:56:00,completed
160,67,1,2025-11-13 09:00:00,2025-11-13 17:00:00,2025-11-13 09:00:00,2025-11-13 16:57:00,completed
161,18,1,2025-11-13 08:00:00,2025-11-13 14:00:00,2025-11-13 08:02:00,2025-11-13 14:03:00,completed
162,17,1,2025-11-13 16:00:00,2025-11-13 22:00:00,2025-11-13 15:58:00,2025-11-13 22:07:00,completed
163,14,1,2025-11-13 10:00:00,2025-11-13 16:00:00,,,cancelled
164,2,2,2025-11-13 09:00:00,2025-11-13 17:00:00,2025-11-13 09:01:00,2025-11-13 16:57:00,completed
165,24,2,2025-11-13 08:00:00,2025-11-13 14:00:00,2025-11-13 07:56:00,2025-11-13 13:57:00,completed
166,23,2,2025-11-13 15:00:00,2025-11-13 21:00:00,2025-11-13 15:03:00,2025-11-13 20:57:00,completed
167,37,2,2025-11-13 10:00:00,2025-11-13 16:00:00,2025-11-13 09:59:00,2025-11-13 15:55:00,completed
168,4,3,2025-11-13 10:00:00,2025-11-13 18:00:00,2025-11-13 09:58:00,2025-11-13 18:02:00,completed
169,28,3,2025-11-13 09:00:00,2025-11-13 15:00:00,2025-11-13 08:55:00,2025-11-13 15:01:00,completed
170,20,3,2025-11-13 15:00:00,2025-11-13 21:00:00,2025-11-13 15:01:00,2025-11-13 21:10:00,completed
171,53,3,2025-11-13 11:00:00,2025-11-13 17:00:00,2025-11-13 11:01:00,2025-11-13 17:00:00,completed
172,1,1,2025-11-14 09:00:00,2025-11-14 17:00:00,2025-11-14 09:00:00,2025-11-14 17:00:00,completed
173,33,1,2025-11-14 08:00:00,2025-11-14 14:00:00,2025-11-14 07:57:00,2025-11-14 13:56:00,completed
174,43,1,2025-11-14 16:00:00,2025-11-14 22:00:00,2025-11-14 15:58:00,2025-11-14 22:01:00,completed
175,50,1,2025-11-14 10:00:00,2025-11-14 16:00:00,2025-11-14 10:01:00,2025-11-14 16:04:00,completed
176,72,1,2025-11-14 12:00:00,2025-11-14 17:00:00,2025-11-14 11:59:00,2025-11-14 17:00:00,completed
177,2,2,2025-11-14 09:00:00,2025-11-14 17:00:00,2025-11-14 09:01:00,2025-11-14 16:55:00,completed
178,7,2,2025-11-14 08:00:00,2025-11-14 14:00:00,2025-11-14 08:01:00,2025-11-14 14:00:00,completed
179,38,2,2025-11-14 15:00:00,2025-11-14 21:00:00,2025-11-14 15:03:00,2025-11-14 20:53:00,completed
180,37,2,2025-11-14 10:00:00,2025-11-14 16:00:00,2025-11-14 09:55:00,2025-11-14 15:54:00,completed
181,40,2,2025-11-14 12:00:00,2025-11-14 17:00:00,2025-11-14 12:04:00,2025-11-14 16:57:00,completed
182,3,3,2025-11-14 10:00:00,2025-11-14 18:00:00,2025-11-14 10:04:00,2025-11-14 17:58:00,completed
183,8,3,2025-11-14 09:00:00,2025-11-14 15:00:00,2025-11-14 09:08:00,2025-11-14 15:06:00,completed
184,75,3,2025-11-14 15:00:00,2025-11-14 21:00:00,2025-11-14 14:53:00,2025-11-14 21:00:00,completed
185,71,3,2025-11-14 11:00:00,2025-11-14 17:00:00,2025-11-14 11:01:00,2025-11-14 16:55:00,completed
186,11,3,2025-11-14 13:00:00,2025-11-14 18:00:00,2025-11-14 13:03:00,2025-11-14 17:52:00,completed
187,67,1,2025-11-15 09:00:00,2025-11-15 17:00:00,2025-11-15 09:03:00,2025-11-15 17:06:00,completed
188,66,1,2025-11-15 08:00:00,2025-11-15 14:00:00,,,cancelled
189,12,1,2025-11-15 16:00:00,2025-11-15 22:00:00,2025-11-15 15:59:00,2025-11-15 22:00:00,completed
190,6,1,2025-11-15 10:00:00,2025-11-15 16:00:00,2025-11-15 09:57:00,2025-11-15 16:01:00,completed
191,52,1,2025-11-15 12:00:00,2025-11-15 17:00:00,2025-11-15 12:02:00,2025-11-15 17:06:00,completed
192,63,2,2025-11-15 09:00:00,2025-11-15 17:00:00,2025-11-15 09:14:00,2025-11-15 16:58:00,completed
193,13,2,2025-11-15 08:00:00,2025-11-15 14:00:00,2025-11-15 08:04:00,2025-11-15 13:56:00,completed
194,40,2,2025-11-15 15:00:00,2025-11-15 21:00:00,2025-11-15 15:11:00,2025-11-15 20:57:00,completed
195,45,2,2025-11-15 10:00:00,2025-11-15 16:00:00,2025-11-15 09:59:00,2025-11-15 15:59:00,completed
196,23,2,2025-11-15 12:00:00,2025-11-15 17:00:00,2025-11-15 11:58:00,2025-11-15 17:07:00,completed
197,3,3,2025-11-15 10:00:00,2025-11-15 18:00:00,,,cancelled
198,69,3,2025-11-15 09:00:00,2025-11-15 15:00:00,2025-11-15 09:05:00,2025-11-15 14:49:00,completed
199,77,3,2025-11-15 15:00:00,2025-11-15 21:00:00,2025-11-15 15:02:00,2025-11-15 20:51:00,completed
200,25,3,2025-11-15 11:00:00,2025-11-15 17:00:00,2025-11-15 10:58:00,2025-11-15 16:55:00,completed
201,35,3,2025-11-15 13:00:00,2025-11-15 18:00:00,2025-11-15 12:56:00,2025-11-15 18:01:00,completed
202,1,1,2025-11-16 09:00:00,2025-11-16 17:00:00,2025-11-16 09:07:00,2025-11-16 16:58:00,completed
203,21,1,2025-11-16 08:00:00,2025-11-16 14:00:00,2025-11-16 08:02:00,2025-11-16 14:12:00,completed
204,18,1,2025-11-16 16:00:00,2025-11-16 22:00:00,2025-11-16 16:01:00,2025-11-16 22:06:00,completed
205,50,1,2025-11-16 10:00:00,2025-11-16 16:00:00,2025-11-16 10:01:00,2025-11-16 15:59:00,completed
206,41,1,2025-11-16 12:00:00,2025-11-16 17:00:00,2025-11-16 11:59:00,2025-11-16 16:59:00,completed
207,16,2,2025-11-16 09:00:00,2025-11-16 17:00:00,2025-11-16 09:05:00,2025-11-16 17:04:00,completed
208,13,2,2025-11-16 08:00:00,2025-11-16 14:00:00,2025-11-16 08:00:00,2025-11-16 14:00:00,completed
209,38,2,2025-11-16 15:00:00,2025-11-16 21:00:00,2025-11-16 15:02:00,2025-11-16 21:09:00,completed
210,80,2,2025-11-16 10:00:00,2025-11-16 16:00:00,2025-11-16 09:59:00,2025-11-16 15:54:00,completed
211,32,2,2025-11-16 12:00:00,2025-11-16 17:00:00,2025-11-16 12:01:00,2025-11-16 17:01:00,completed
212,47,3,2025-11-16 10:00:00,2025-11-16 18:00:00,2025-11-16 09:58:00,2025-11-16 17:59:00,completed
213,44,3,2025-11-16 09:00:00,2025-11-16 15:00:00,2025-11-16 09:01:00,2025-11-16 15:01:00,completed
214,34,3,2025-11-16 15:00:00,2025-11-16 21:00:00,2025-11-16 15:12:00,2025-11-16 21:08:00,completed
215,22,3,2025-11-16 11:00:00,2025-11-16 17:00:00,2025-11-16 10:58:00,2025-11-16 17:02:00,completed
216,11,3,2025-11-16 13:00:00,2025-11-16 18:00:00,2025-11-16 13:04:00,2025-11-16 17:58:00,completed
217,67,1,2025-11-17 09:00:00,2025-11-17 17:00:00,2025-11-17 09:02:00,2025-11-17 17:01:00,completed
218,12,1,2025-11-17 08:00:00,2025-11-17 14:00:00,2025-11-17 07:58:00,2025-11-17 14:07:00,completed
219,66,1,2025-11-17 16:00:00,2025-11-17 22:00:00,2025-11-17 15:57:00,2025-11-17 22:04:00,completed
220,6,1,2025-11-17 10:00:00,2025-11-17 16:00:00,2025-11-17 09:58:00,2025-11-17 16:04:00,completed
221,68,2,2025-11-17 09:00:00,2025-11-17 17:00:00,2025-11-17 08:57:00,2025-11-17 16:56:00,completed
222,55,2,2025-11-17 08:00:00,2025-11-17 14:00:00,2025-11-17 08:03:00,2025-11-17 13:59:00,completed
223,60,2,2025-11-17 15:00:00,2025-11-17 21:00:00,2025-11-17 15:02:00,2025-11-17 20:56:00,completed
224,30,2,2025-11-17 10:00:00,2025-11-17 16:00:00,2025-11-17 09:59:00,2025-11-17 16:01:00,completed
225,58,3,2025-11-17 10:00:00,2025-11-17 18:00:00,2025-11-17 10:00:00,2025-11-17 17:56:00,completed
226,36,3,2025-11-17 09:00:00,2025-11-17 15:00:00,2025-11-17 09:04:00,2025-11-17 15:01:00,completed
227,64,3,2025-11-17 15:00:00,2025-11-17 21:00:00,2025-11-17 14:59:00,2025-11-17 20:53:00,completed
228,78,3,2025-11-17 11:00:00,2025-11-17 17:00:00,2025-11-17 11:01:00,2025-11-17 16:55:00,completed
229,1,1,2025-11-18 09:00:00,2025-11-18 17:00:00,2025-11-18 09:02:00,2025-11-18 17:05:00,completed
230,18,1,2025-11-18 08:00:00,2025-11-18 14:00:00,2025-11-18 07:58:00,2025-11-18 14:08:00,completed
231,21,1,2025-11-18 16:00:00,2025-11-18 22:00:00,2025-11-18 16:02:00,2025-11-18 21:59:00,completed
