payment_id,sale_id,payment_method,payment_amount,payment_time
164,165,gift_card,37.82,2026-01-13 13:16:00
165,166,mobile_pay,96.40,2025-11-08 16:16:00
166,167,cash,50.41,2026-02-11 19:51:00
167,168,gift_card,17.16,2026-05-21 14:31:00
168,169,debit_card,19.01,2026-06-28 12:06:00
169,170,mobile_pay,61.14,2026-01-16 13:56:00
170,171,debit_card,16.30,2026-03-18 17:06:00
171,173,cash,86.60,2026-06-16 11:41:00
172,174,gift_card,44.99,2026-07-18 18:31:00
173,175,cash,18.27,2026-07-15 19:31:00
174,175,gift_card,27.40,2026-07-15 19:31:00
175,176,debit_card,125.01,2026-03-28 16:06:00
176,177,gift_card,98.90,2026-06-16 12:16:00
177,178,mobile_pay,102.15,2025-11-04 15:06:00
178,179,credit_card,9.23,2026-01-12 14:26:00
179,180,debit_card,33.70,2025-12-16 10:21:00
180,181,credit_card,74.66,2026-07-13 09:26:00
181,182,cash,48.88,2026-01-21 12:31:00
182,183,cash,70.43,2025-11-20 17:21:00
183,184,credit_card,34.55,2026-04-28 10:01:00
184,185,cash,84.25,2026-02-08 11:06:00
185,186,debit_card,53.81,2025-12-15 13:26:00
186,187,gift_card,74.85,2025-12-18 19:31:00
187,188,cash,69.22,2026-05-12 10:31:00
188,189,debit_card,17.93,2026-02-09 08:06:00
189,190,gift_card,33.12,2026-05-20 18:41:00
190,191,credit_card,45.65,2026-03-12 13:21:00
191,192,cash,105.43,2026-06-28 13:26:00
192,193,credit_card,39.76,2026-02-15 09:06:00
193,194,debit_card,56.95,2026-05-17 10:46:00
194,195,credit_card,11.95,2025-12-31 09:21:00
195,196,cash,25.94,2026-06-28 09:31:00
196,197,debit_card,45.17,2025-12-10 16:51:00
197,198,debit_card,57.15,2026-02-05 09:26:00
198,199,mobile_pay,39.15,2026-05-19 20:21:00
199,200,debit_card,59.95,2026-01-05 10:16:00
200,201,gift_card,15.09,2026-04-26 17:21:00
201,202,gift_card,23.70,2025-11-25 09:31:00
202,203,credit_card,88.82,2026-03-31 17:06:00
203,204,mobile_pay,101.62,2026-03-23 11:36:00
204,205,cash,20.10,2026-05-27 17:11:00
205,206,mobile_pay,74.64,2026-02-08 15:51:00
206,207,credit_card,42.93,2025-11-24 17:21:00
207,208,debit_card,19.58,2026-02-26 14:06:00
208,209,cash,43.67,2026-03-22 13:36:00
209,210,credit_card,19.98,2026-03-11 16:01:00
210,211,gift_card,36.42,2026-05-08 20:41:00
211,212,cash,27.15,2026-07-07 12:06:00
212,213,credit_card,68.33,2026-06-10 19:46:00
213,215,debit_card,13.58,2026-03-28 09:41:00
214,216,credit_card,96.50,2026-05-28 16:51:00
215,217,cash,9.78,2025-12-23 18:56:00
216,218,credit_card,69.42,2025-12-06 11:11:00
217,219,mobile_pay,72.83,2026-02-08 16:56:00
218,220,credit_card,66.84,2026-04-10 11:06:00
219,221,debit_card,63.91,2026-04-02 14:16:00
220,222,debit_card,38.57,2025-11-10 13:36:00
221,223,gift_card,89.16,2025-12-30 13:16:00
222,224,gift_card,101.83,2026-03-18 11:31:00
223,225,credit_card,66.38,2025-12-09 14:56:00
224,226,credit_card,68.48,2026-02-16 14:06:00
225,227,gift_card,45.26,2026-05-13 09:36:00
226,228,credit_card,76.82,2026-07-30 09:36:00
227,229,credit_card,135.92,2026-03-20 11:01:00
228,230,debit_card,75.53,2025-12-23 18:06:00
229,231,cash,15.18,2026-05-12 16:16:00
230,232,debit_card,40.75,2026-01-09 10:06:00
231,233,credit_card,87.21,2025-12-24 12:26:00
232,234,debit_card,48.23,2025-12-05 12:41:00
233,235,debit_card,23.14,2026-07-20 10:01:00
234,236,credit_card,13.58,2026-04-26 17:41:00
235,237,debit_card,26.73,2026-04-18 10:26:00
236,238,mobile_pay,53.23,2026-06-25 12:26:00
237,239,debit_card,35.86,2026-06-24 13:31:00
238,240,debit_card,18.57,2025-11-06 09:01:00
239,241,debit_card,33.68,2026-04-15 15:31:00
240,242,gift_card,83.92,2025-11-13 16:21:00
241,243,debit_card,67.68,2026-02-07 13:11:00
242,244,mobile_pay,11.74,2026-06-14 13:51:00
243,244,credit_card,17.60,2026-06-14 13:51:00
244,245,debit_card,57.83,2026-06-10 15:06:00
245,246,mobile_pay,41.84,2026-03-27 18:56:00
246,247,cash,16.29,2026-01-07 15:16:00
247,248,credit_card,88.17,2026-03-05 14:06:00
248,249,mobile_pay,42.71,2026-01-05 15:21:00
249,250,credit_card,52.71,2026-07-19 13:01:00
250,251,credit_card,86.48,2026-02-23 17:36:00
251,252,debit_card,108.71,2026-02-02 13:51:00
252,253,mobile_pay,55.43,2025-12-01 10:41:00
253,254,gift_card,36.40,2025-12-01 16:56:00
254,255,credit_card,56.03,2026-03-15 09:26:00
255,256,debit_card,30.42,2026-05-24 12:36:00
256,258,gift_card,36.20,2026-02-27 20:31:00
257,259,credit_card,97.18,2026-05-29 14:16:00
258,260,credit_card,98.37,2026-03-24 12:11:00
259,261,cash,42.80,2026-01-21 20:56:00
260,262,gift_card,90.61,2026-01-19 14:26:00
261,263,debit_card,70.09,2026-04-30 10:01:00
262,264,gift_card,19.58,2026-03-30 20:36:00
263,265,mobile_pay,39.55,2025-11-17 18:46:00
264,266,credit_card,56.17,2025-12-29 19:31:00
265,267,cash,4.67,2026-02-25 13:36:00
266,268,credit_card,91.30,2026-02-05 18:56:00
267,269,debit_card,28.26,2026-07-01 12:46:00
268,270,debit_card,30.43,2025-11-20 20:06:00
269,271,credit_card,69.08,2025-11-15 10:11:00
270,272,debit_card,56.94,2025-11-21 09:16:00
271,273,credit_card,21.30,2026-02-12 20:21:00
272,274,debit_card,39.11,2026-07-15 15:46:00
273,275,debit_card,85.86,2026-05-24 19:51:00
274,276,debit_card,22.26,2026-05-31 12:56:00
275,276,credit_card,33.38,2026-05-31 12:56:00
276,277,debit_card,61.44,2026-05-01 19:11:00
277,278,gift_card,46.51,2026-07-13 14:46:00
278,279,debit_card,20.42,2025-11-29 10:21:00
279,280,gift_card,20.65,2026-04-24 08:21:00
280,281,mobile_pay,15.69,2026-04-18 10:41:00
281,281,credit_card,23.54,2026-04-18 10:41:00
282,282,credit_card,29.34,2026-04-03 10:36:00
283,283,debit_card,15.65,2026-02-23 15:51:00
284,284,credit_card,47.28,2026-02-09 20:01:00
285,285,credit_card,64.16,2025-12-14 19:11:00
286,286,debit_card,93.23,2026-07-23 13:46:00
287,287,mobile_pay,23.90,2026-04-14 16:56:00
288,288,mobile_pay,94.65,2026-06-03 16:46:00
289,289,credit_card,39.13,2026-04-07 10:11:00
290,290,debit_card,69.09,2026-04-29 20:21:00
291,291,cash,7.96,2026-07-13 10:26:00
292,291,credit_card,11.93,2026-07-13 10:26:00
293,292,cash,89.47,2026-02-02 19:31:00
294,293,debit_card,86.08,2026-01-24 14:41:00
295,294,debit_card,70.53,2025-11-01 12:56:00
296,295,debit_card,75.83,2026-05-30 15:16:00
297,296,gift_card,46.24,2026-07-27 12:41:00
298,297,mobile_pay,63.03,2026-01-01 17:01:00
299,298,credit_card,28.56,2026-02-09 08:16:00
300,298,mobile_pay,42.83,2026-02-09 08:16:00
301,299,cash,67.39,2026-01-27 14:51:00
302,300,cash,67.57,2025-12-01 08:11:00
303,301,credit_card,80.47,2025-11-06 12:21:00
304,302,cash,80.26,2026-04-23 11:16:00
305,303,cash,11.74,2026-04-25 18:06:00
306,304,credit_card,80.98,2026-07-27 10:41:00
307,305,credit_card,52.37,2026-07-10 15:41:00
308,306,credit_card,25.74,2026-06-03 12:51:00
309,306,gift_card,38.61,2026-06-03 12:51:00
310,307,gift_card,77.93,2025-11-16 15:41:00
311,308,mobile_pay,54.10,2026-03-27 11:51:00
312,309,cash,55.31,2025-11-14 11:21:00
313,310,mobile_pay,74.35,2025-12-09 15:56:00
314,311,gift_card,67.37,2026-01-30 16:51:00
315,312,mobile_pay,120.68,2026-06-18 11:01:00
316,313,mobile_pay,25.17,2025-11-11 10:31:00
317,314,cash,32.07,2026-06-25 08:21:00
318,316,cash,55.97,2026-06-17 10:11:00
319,317,debit_card,6.52,2026-07-14 14:06:00
320,318,mobile_pay,54.35,2025-12-31 19:56:00
321,319,gift_card,72.39,2025-11-09 18:01:00
322,320,cash,78.29,2025-12-10 14:36:00
323,321,credit_card,47.82,2026-06-08 12:56:00
324,322,debit_card,54.88,2026-06-12 08:31:00
325,323,credit_card,10.33,2026-01-02 15:36:00
326,324,debit_card,88.26,2026-02-13 08:26:00
327,325,gift_card,64.23,2025-11-02 12:41:00
328,326,cash,62.51,2026-07-28 13:31:00
329,327,credit_card,87.36,2025-12-07 16:11:00
330,328,credit_card,28.57,2025-12-19 17:51:00
331,328,debit_card,42.85,2025-12-19 17:51:00
332,329,debit_card,33.70,2026-05-26 17:06:00
333,330,credit_card,44.04,2025-11-28 11:36:00
334,331,debit_card,76.42,2026-07-26 20:46:00
335,332,cash,75.33,2026-01-27 08:21:00
336,333,credit_card,82.06,2025-11-03 19:36:00
337,334,credit_card,26.38,2026-05-27 16:06:00
338,334,gift_card,39.58,2026-05-27 16:06:00
339,335,mobile_pay,76.14,2026-04-20 09:36:00
340,336,mobile_pay,66.32,2026-04-25 09:26:00
341,337,credit_card,37.53,2026-02-10 18:11:00
342,338,credit_card,7.16,2026-01-07 14:21:00
343,339,mobile_pay,97.60,2026-03-19 14:51:00
344,340,gift_card,46.51,2025-11-06 08:01:00
345,341,cash,87.59,2026-04-19 11:56:00
346,342,credit_card,97.50,2026-02-06 15:21:00
347,343,cash,80.00,2026-04-02 16:16:00
348,344,credit_card,47.80,2026-02-23 09:06:00
349,345,debit_card,19.23,2026-06-29 09:51:00
350,346,debit_card,24.46,2026-01-09 12:11:00
351,347,cash,78.79,2026-07-06 10:46:00
352,348,mobile_pay,59.22,2026-01-06 13:31:00
353,349,gift_card,9.24,2026-05-23 18:11:00
354,350,mobile_pay,40.43,2026-06-30 13:31:00
355,351,gift_card,69.33,2026-07-04 16:31:00
356,352,credit_card,15.73,2026-04-27 19:56:00
357,353,cash,54.37,2025-12-11 08:31:00
358,354,mobile_pay,65.19,2026-07-10 16:16:00
359,355,credit_card,39.10,2026-07-03 18:56:00
360,356,mobile_pay,20.10,2026-02-20 08:26:00
361,357,cash,57.91,2026-02-14 09:36:00
362,358,gift_card,14.33,2025-11-18 13:26:00
363,358,debit_card,21.50,2025-11-18 13:26:00
364,359,mobile_pay,59.95,2026-05-18 10:36:00
365,360,gift_card,128.08,2025-11-23 16:31:00
366,361,cash,69.55,2026-04-09 14:51:00
367,362,credit_card,17.38,2026-02-20 10:56:00
368,363,debit_card,25.41,2026-03-07 18:46:00
369,364,gift_card,34.22,2026-04-17 11:21:00
370,365,cash,15.22,2026-03-08 16:56:00
371,366,mobile_pay,62.51,2026-04-21 20:46:00
372,367,debit_card,108.13,2025-12-17 19:01:00
373,368,cash,103.27,2025-11-25 16:26:00
374,369,debit_card,29.57,2026-03-11 20:36:00
375,369,cash,44.36,2026-03-11 20:36:00
376,370,cash,54.01,2026-04-14 12:16:00
377,371,credit_card,40.00,2026-02-01 20:06:00
378,372,gift_card,75.43,2026-02-25 11:51:00
379,373,gift_card,62.80,2026-07-28 11:01:00
380,374,gift_card,45.10,2026-07-03 16:11:00
381,375,gift_card,99.48,2026-06-14 16:21:00
382,376,cash,70.14,2026-04-27 19:11:00
383,377,mobile_pay,45.43,2025-11-04 08:41:00
384,378,mobile_pay,51.29,2026-05-25 19:46:00
385,379,debit_card,134.26,2026-01-17 18:11:00
386,380,credit_card,100.67,2025-12-13 13:46:00
387,381,debit_card,139.35,2026-02-18 15:36:00
388,382,gift_card,59.79,2026-06-23 19:26:00
389,383,debit_card,58.45,2026-02-17 18:11:00
390,384,debit_card,36.94,2026-07-03 12:56:00
391,385,gift_card,5.43,2026-03-05 20:21:00
392,386,cash,29.36,2026-02-14 17:26:00
393,387,gift_card,106.95,2026-07-31 10:16:00
394,388,credit_card,22.82,2026-04-22 16:11:00
395,389,gift_card,27.73,2026-07-25 14:26:00
396,390,cash,30.44,2026-06-08 08:11:00
397,391,debit_card,16.31,2026-02-14 15:31:00
398,392,credit_card,73.90,2026-02-16 18:06:00
399,393,debit_card,5.43,2026-01-27 10:41:00
400,394,cash,97.93,2026-01-10 17:46:00
401,395,gift_card,27.37,2025-11-16 14:46:00
402,396,gift_card,55.73,2025-11-05 20:31:00
403,397,credit_card,78.13,2026-02-28 16:06:00
404,398,cash,26.62,2026-05-05 16:21:00
405,399,mobile_pay,96.10,2026-01-23 13:21:00
406,400,gift_card,60.87,2026-01-01 17:51:00
407,401,gift_card,67.45,2026-04-26 11:16:00
408,402,credit_card,70.83,2025-12-10 11:01:00
409,403,credit_card,47.60,2025-11-21 19:51:00
410,404,credit_card,19.55,2026-04-05 16:01:00
411,405,credit_card,35.86,2026-04-28 16:11:00
412,406,credit_card,27.19,2026-07-01 14:31:00
413,407,debit_card,18.48,2026-07-18 12:36:00
414,408,cash,39.13,2025-11-01 09:51:00
415,409,cash,40.87,2026-02-10 14:11:00
416,410,credit_card,59.24,2025-12-08 11:26:00
417,412,cash,98.58,2026-05-04 16:36:00
418,413,debit_card,74.88,2026-02-13 19:31:00
419,414,mobile_pay,27.19,2026-03-20 15:21:00
420,415,debit_card,39.24,2026-06-22 09:06:00
421,416,mobile_pay,51.81,2026-03-04 10:01:00
422,418,gift_card,81.17,2026-07-05 08:11:00
423,419,debit_card,61.41,2025-12-27 14:06:00
424,420,cash,69.92,2026-07-02 18:26:00
425,421,debit_card,147.87,2026-07-12 09:31:00
426,422,credit_card,105.91,2025-12-23 10:21:00
427,423,debit_card,46.21,2025-12-16 20:16:00
428,424,cash,6.51,2026-04-28 17:31:00
429,425,gift_card,86.39,2026-02-03 08:01:00
430,426,mobile_pay,74.55,2026-05-22 08:51:00
431,427,mobile_pay,79.77,2025-12-15 13:41:00
432,428,cash,65.24,2026-04-06 10:16:00
433,429,mobile_pay,18.31,2026-05-08 09:41:00
434,430,cash,24.88,2026-01-11 14:56:00
435,431,debit_card,32.63,2025-12-13 17:46:00
436,432,mobile_pay,107.07,2025-11-06 10:56:00
437,433,cash,24.10,2026-04-06 18:56:00
438,434,debit_card,9.78,2026-03-05 10:41:00
439,435,mobile_pay,33.46,2026-04-03 11:26:00
440,436,credit_card,54.99,2025-12-15 10:06:00
441,437,debit_card,7.07,2026-01-18 10:41:00
442,438,cash,51.15,2026-01-30 15:36:00
443,439,debit_card,14.77,2026-07-20 18:51:00
444,440,mobile_pay,21.73,2026-04-05 16:46:00
445,441,debit_card,15.00,2026-05-30 12:06:00
446,442,gift_card,66.15,2026-05-11 13:11:00
447,443,gift_card,105.54,2026-02-07 15:01:00
448,444,debit_card,33.32,2026-03-01 09:31:00
449,444,cash,49.97,2026-03-01 09:31:00
450,445,debit_card,27.55,2026-07-27 09:41:00
451,446,gift_card,10.43,2026-03-24 11:26:00
452,447,debit_card,83.49,2025-12-19 13:06:00
453,448,cash,9.57,2026-07-18 20:01:00
454,448,debit_card,14.35,2026-07-18 20:01:00
455,449,cash,18.91,2026-02-10 16:41:00
456,449,mobile_pay,28.37,2026-02-10 16:41:00
457,450,debit_card,15.22,2026-01-03 17:41:00
458,451,debit_card,21.20,2026-04-27 12:06:00
459,452,mobile_pay,44.65,2026-04-08 16:16:00
460,453,mobile_pay,17.93,2026-05-23 11:26:00
461,454,debit_card,98.19,2026-06-05 10:41:00
462,455,credit_card,27.37,2026-02-07 09:21:00
463,456,debit_card,26.09,2026-03-01 16:11:00
464,457,gift_card,26.94,2026-07-12 17:46:00
465,458,cash,10.87,2026-02-19 13:36:00
466,459,gift_card,23.91,2026-02-16 19:51:00
467,460,debit_card,88.69,2026-05-28 11:26:00
468,461,credit_card,81.18,2026-05-02 16:16:00
469,462,cash,31.52,2026-06-12 11:56:00
470,463,credit_card,77.81,2026-07-13 17:26:00
471,464,cash,116.53,2026-07-15 15:31:00
472,465,debit_card,33.26,2026-06-24 14:16:00
473,465,mobile_pay,49.90,2026-06-24 14:16:00
474,466,credit_card,28.80,2025-11-05 10:36:00
475,467,cash,82.05,2025-12-05 14:06:00
476,468,cash,54.35,2025-12-05 19:16:00
477,469,cash,32.72,2026-05-29 17:56:00
478,470,cash,10.75,2026-01-25 13:26:00
479,471,credit_card,46.39,2026-03-30 20:11:00
480,472,cash,59.25,2026-04-25 15:11:00
481,473,debit_card,92.03,2026-07-11 09:26:00
482,474,gift_card,43.47,2025-12-21 19:06:00
483,475,cash,14.13,2026-06-10 20:06:00
484,476,cash,31.46,2026-02-26 18:01:00
485,477,cash,4.89,2026-01-28 09:26:00
486,478,debit_card,48.90,2025-12-21 16:36:00
487,479,gift_card,25.94,2025-11-21 09:21:00
488,480,gift_card,17.40,2026-05-22 18:56:00
489,481,credit_card,60.88,2026-07-06 12:31:00
490,482,cash,73.73,2025-11-26 10:56:00
491,483,debit_card,151.13,2026-06-11 10:31:00
492,484,credit_card,95.49,2026-01-03 18:11:00
493,485,credit_card,73.49,2026-02-01 12:16:00
494,486,credit_card,46.15,2025-11-15 09:26:00
495,487,cash,57.58,2026-04-18 11:21:00
496,488,mobile_pay,103.25,2026-02-08 17:46:00
497,489,debit_card,3.25,2026-04-12 09:01:00
498,489,mobile_pay,4.88,2026-04-12 09:01:00
499,490,gift_card,41.71,2026-01-01 19:56:00
500,491,credit_card,95.67,2025-11-20 18:51:00
501,492,credit_card,12.92,2026-03-28 16:01:00
502,493,gift_card,95.65,2026-05-08 16:21:00
503,494,debit_card,43.99,2026-05-30 13:36:00
504,495,gift_card,28.26,2025-11-08 15:46:00
505,496,mobile_pay,102.60,2026-07-24 14:41:00
506,497,cash,60.86,2025-12-21 14:51:00
507,498,mobile_pay,74.55,2026-04-11 12:11:00
508,499,cash,35.08,2026-05-13 17:31:00
509,500,mobile_pay,47.10,2026-03-21 20:36:00
510,501,credit_card,13.04,2026-01-12 09:51:00
511,502,gift_card,28.26,2026-05-10 17:06:00
512,503,cash,63.91,2026-04-25 11:06:00
513,504,cash,6.51,2026-03-16 15:56:00
514,505,credit_card,14.13,2026-05-22 09:41:00
515,506,credit_card,14.67,2026-04-18 20:11:00
516,507,credit_card,66.84,2025-11-24 10:46:00
517,508,gift_card,26.08,2026-07-25 18:16:00
518,509,gift_card,97.38,2026-04-28 20:26:00
519,510,debit_card,21.20,2026-07-24 09:36:00
520,511,credit_card,38.60,2026-05-07 09:41:00
521,512,credit_card,68.56,2025-12-06 10:16:00
522,513,credit_card,29.35,2026-04-06 09:51:00
523,514,gift_card,55.47,2026-04-13 11:01:00
524,515,debit_card,33.70,2026-06-18 13:41:00
525,516,credit_card,119.91,2026-04-05 19:56:00
526,517,mobile_pay,19.35,2025-11-27 20:11:00
527,517,credit_card,29.02,2025-11-27 20:11:00
528,518,debit_card,63.02,2026-07-20 09:41:00
529,519,debit_card,66.30,2025-12-22 15:46:00
530,520,debit_card,56.20,2026-06-19 20:21:00
531,521,debit_card,37.57,2026-02-26 13:36:00
532,522,debit_card,14.13,2026-04-04 13:21:00
533,523,debit_card,73.70,2026-04-15 13:26:00
534,524,cash,73.03,2026-01-21 09:11:00
535,525,credit_card,90.78,2026-04-18 11:26:00
536,526,mobile_pay,19.55,2026-07-28 17:01:00
537,527,gift_card,71.19,2026-04-09 18:51:00
538,528,debit_card,58.14,2026-01-05 14:01:00
