purchase_order_item_id,purchase_order_id,vendor_product_id,quantity_ordered,quantity_received,quantity_damaged,quantity_missing,unit_purchase_cost
135,34,90,80,77,0,3,3.17
136,35,40,48,48,0,0,2.81
137,35,49,48,48,0,0,5.09
138,35,72,24,24,0,0,5.20
139,36,28,48,48,0,0,1.80
140,36,58,48,48,0,0,3.32
141,36,59,72,72,0,0,3.42
142,37,2,80,80,0,0,2.58
143,37,9,72,72,0,0,5.04
144,37,23,72,72,0,0,0.58
145,37,36,96,96,0,0,3.09
146,37,39,56,56,0,0,3.11
147,37,55,48,48,0,0,2.64
148,38,63,96,96,1,0,2.52
149,38,71,90,90,0,0,5.16
150,38,85,96,96,0,0,2.27
151,38,92,70,70,0,0,3.69
152,39,1,72,72,0,0,4.01
153,39,82,60,60,0,0,2.25
154,39,87,72,72,0,0,5.10
155,40,5,80,80,0,0,4.11
156,40,15,60,60,0,0,3.62
157,40,25,48,48,0,0,1.28
158,40,33,72,72,0,0,3.95
159,40,35,56,56,0,0,3.31
160,41,12,56,56,0,0,1.79
161,41,24,48,48,0,0,3.85
162,41,38,54,54,0,0,3.96
163,41,47,72,72,0,0,6.60
164,41,93,72,72,0,0,4.56
165,42,43,48,48,0,0,5.72
166,42,44,108,108,0,0,2.07
167,42,54,36,36,0,0,5.84
168,43,60,60,60,0,0,3.45
169,43,83,96,96,0,0,2.63
170,43,88,96,96,0,0,5.55
171,44,22,20,20,0,0,0.42
172,44,51,88,88,0,0,5.91
173,44,62,40,40,0,0,2.54
174,44,90,40,40,0,0,3.17
175,45,27,80,80,0,0,3.55
176,45,40,72,72,0,0,2.81
177,45,52,40,40,0,0,3.32
178,45,64,56,56,0,0,3.05
179,45,80,72,72,0,0,3.36
180,45,86,40,40,0,0,1.84
181,46,19,78,78,0,0,3.44
182,46,28,72,72,0,0,1.80
183,46,58,78,78,0,0,3.32
184,46,59,54,54,0,0,3.42
185,47,2,100,100,1,0,2.58
186,47,30,48,48,0,0,2.13
187,47,39,80,80,0,0,3.11
188,47,67,72,72,0,0,4.16
189,48,1,72,72,0,0,4.01
190,48,8,48,48,0,0,5.95
191,48,16,72,72,0,0,3.12
192,48,32,50,50,0,0,2.42
193,48,56,96,96,0,0,2.26
194,48,70,60,60,0,0,4.60
195,49,73,72,72,0,0,5.73
196,49,74,88,88,0,0,2.46
197,50,5,80,80,0,0,4.11
198,50,15,60,60,0,0,3.62
199,50,18,60,60,0,0,3.55
200,51,17,32,31,0,1,2.82
201,51,24,48,46,0,2,3.85
202,51,41,40,38,0,2,3.15
203,51,45,42,40,0,2,1.99
204,51,68,72,69,0,3,5.73
205,51,76,42,40,0,2,2.79
206,52,11,72,72,0,0,1.74
207,52,43,60,60,0,0,5.72
208,52,53,96,96,0,0,3.24
209,52,54,72,72,0,0,5.84
210,52,65,80,80,0,0,2.67
211,53,26,60,60,0,0,2.79
212,53,29,72,72,0,0,2.02
213,53,37,90,90,0,0,3.17
214,53,81,60,60,0,0,4.75
215,54,3,72,72,0,0,2.24
216,54,31,72,72,0,0,3.41
217,54,34,40,40,0,0,4.52
218,54,48,72,72,0,0,9.61
219,54,61,84,84,0,0,2.75
220,54,90,60,60,0,0,3.17
221,55,49,54,54,0,0,5.09
222,55,72,72,72,1,0,5.20
223,56,28,48,48,0,0,1.80
224,56,58,42,42,0,0,3.32
225,56,59,78,78,0,0,3.42
226,57,9,72,72,0,0,5.04
227,57,23,72,72,0,0,0.58
228,57,36,96,96,0,0,3.09
229,57,39,88,88,0,0,3.11
230,57,55,24,24,0,0,2.64
231,57,63,96,96,0,0,2.52
232,58,71,40,40,0,0,5.16
233,58,85,60,60,0,0,2.27
234,58,92,60,60,0,0,3.69
235,59,1,72,72,0,0,4.01
236,59,82,40,40,0,0,2.25
237,59,87,72,72,0,0,5.10
238,60,5,60,60,0,0,4.11
239,60,15,40,40,0,0,3.62
240,60,25,96,96,0,0,1.28
241,60,33,72,72,0,0,3.95
242,60,35,40,40,0,0,3.31
243,61,24,48,48,0,0,3.85
244,61,38,54,54,0,0,3.96
245,61,47,72,72,0,0,6.60
246,61,93,72,72,0,0,4.56
247,62,11,72,72,0,0,1.74
248,62,43,60,60,0,0,5.72
249,62,44,72,72,0,0,2.07
250,62,54,36,36,0,0,5.84
251,63,29,60,60,0,0,2.02
252,63,60,60,60,0,0,3.45
253,63,88,48,48,0,0,5.55
254,64,22,40,40,0,0,0.42
255,64,51,56,56,0,0,5.91
256,64,62,20,20,0,0,2.54
257,64,84,72,72,0,0,2.51
258,65,27,60,60,0,0,3.55
259,65,52,40,40,1,0,3.32
260,65,64,72,72,0,0,3.05
261,65,80,96,96,0,0,3.36
262,65,86,56,56,0,0,1.84
263,66,19,72,72,0,0,3.44
264,66,28,48,48,0,0,1.80
265,66,58,78,78,0,0,3.32
266,66,59,48,48,0,0,3.42
267,66,66,96,96,0,0,4.47
268,67,2,60,60,0,0,2.58
269,67,39,72,72,0,0,3.11
270,67,42,36,36,0,0,3.66
271,68,1,72,69,0,3,4.01
272,68,8,40,38,0,2,5.95
273,68,16,72,69,0,3,3.12
274,68,32,20,19,0,1,2.42
275,68,56,72,69,0,3,2.26
276,68,70,60,57,0,3,4.60
277,69,73,48,48,0,0,5.73
278,69,74,80,80,0,0,2.46
279,69,91,64,64,0,0,3.36
280,70,5,80,80,0,0,4.11
281,70,15,60,60,0,0,3.62
282,70,18,80,80,0,0,3.55
283,70,25,48,48,0,0,1.28
284,70,35,72,72,0,0,3.31
285,71,17,80,80,0,0,2.82
286,71,24,72,72,0,0,3.85
287,71,41,60,60,0,0,3.15
288,71,45,66,66,0,0,1.99
289,71,68,48,48,0,0,5.73
290,71,76,96,96,0,0,2.79
291,72,11,72,72,0,0,1.74
292,72,43,60,60,0,0,5.72
293,72,53,96,96,0,0,3.24
294,72,54,108,108,0,0,5.84
295,72,65,80,80,0,0,2.67
296,73,26,96,96,1,0,2.79
297,73,29,54,54,0,0,2.02
298,73,37,60,60,0,0,3.17
299,73,81,70,70,0,0,4.75
300,74,3,48,48,0,0,2.24
301,74,31,108,108,0,0,3.41
302,74,34,50,50,0,0,4.52
303,74,48,78,78,0,0,9.61
304,74,61,48,48,0,0,2.75
305,74,90,80,80,0,0,3.17
306,75,49,60,60,0,0,5.09
307,75,72,80,80,0,0,5.20
308,76,28,72,72,0,0,1.80
309,76,59,54,54,0,0,3.42
310,77,9,108,108,0,0,5.04
311,77,23,72,72,0,0,0.58
312,77,39,72,72,0,0,3.11
313,77,55,84,84,0,0,2.64
314,77,63,96,96,0,0,2.52
315,77,71,100,100,0,0,5.16
316,78,85,72,72,0,0,2.27
317,78,92,80,80,0,0,3.69
318,79,1,72,72,0,0,4.01
319,79,57,60,60,0,0,2.74
320,79,82,60,60,0,0,2.25
321,79,87,72,72,0,0,5.10
322,80,5,100,100,0,0,4.11
323,80,15,80,80,0,0,3.62
324,80,25,48,48,0,0,1.28
325,80,35,40,40,0,0,3.31
326,81,12,24,24,0,0,1.79
327,81,24,24,24,0,0,3.85
328,81,38,48,48,0,0,3.96
329,81,41,70,70,0,0,3.15
330,81,47,72,72,0,0,6.60
331,81,93,48,48,0,0,4.56
332,82,43,60,60,0,0,5.72
333,82,44,72,72,1,0,2.07
334,82,54,72,72,0,0,5.84
335,83,60,40,40,0,0,3.45
336,83,83,48,48,0,0,2.63
337,83,88,96,96,0,0,5.55
338,84,22,80,80,0,0,0.42
339,84,34,70,70,0,0,4.52
340,84,51,64,64,0,0,5.91
341,84,62,40,40,0,0,2.54
342,84,90,40,40,0,0,3.17
343,85,27,60,57,0,3,3.55
344,85,52,20,19,0,1,3.32
345,85,64,48,46,0,2,3.05
346,85,80,72,69,0,3,3.36
347,85,86,56,54,0,2,1.84
348,86,19,36,36,0,0,3.44
349,86,28,48,48,0,0,1.80
350,86,58,72,72,0,0,3.32
351,86,59,48,48,0,0,3.42
352,87,2,80,80,0,0,2.58
353,87,30,80,80,0,0,2.13
354,87,39,40,40,0,0,3.11
355,87,67,72,72,0,0,4.16
356,87,71,70,70,0,0,5.16
357,88,1,36,36,0,0,4.01
358,88,8,40,40,0,0,5.95
359,88,16,72,72,0,0,3.12
360,88,32,60,60,0,0,2.42
361,88,56,48,48,0,0,2.26
362,88,73,48,48,0,0,5.73
363,89,74,48,48,0,0,2.46
364,90,5,60,60,0,0,4.11
365,90,15,60,60,0,0,3.62
366,90,18,60,60,0,0,3.55
367,90,25,48,48,0,0,1.28
368,90,35,72,72,0,0,3.31
369,91,17,64,64,0,0,2.82
370,91,24,48,48,1,0,3.85
371,91,41,50,50,0,0,3.15
372,91,45,48,48,0,0,1.99
373,91,47,72,72,0,0,6.60
374,91,68,48,48,0,0,5.73
375,92,76,48,48,0,0,2.79
376,93,11,72,72,0,0,1.74
377,93,43,60,60,0,0,5.72
378,93,53,96,96,0,0,3.24
379,93,54,36,36,0,0,5.84
380,93,65,50,50,0,0,2.67
381,94,26,60,60,0,0,2.79
382,94,29,48,48,0,0,2.02
383,94,37,60,60,0,0,3.17
384,94,81,50,50,0,0,4.75
385,95,31,72,72,0,0,3.41
386,95,34,60,60,0,0,4.52
387,95,61,72,72,0,0,2.75
388,95,62,60,60,0,0,2.54
389,96,49,42,42,0,0,5.09
390,96,72,72,72,0,0,5.20
391,97,28,72,72,0,0,1.80
392,97,58,66,66,0,0,3.32
393,97,59,66,66,0,0,3.42
394,98,2,60,60,0,0,2.58
395,98,9,72,72,0,0,5.04
396,98,23,72,72,0,0,0.58
397,98,39,80,80,0,0,3.11
398,98,71,60,60,0,0,5.16
399,98,85,72,72,0,0,2.27
400,99,92,80,80,0,0,3.69
401,100,1,72,72,0,0,4.01
402,100,56,48,48,0,0,2.26
403,100,82,70,70,0,0,2.25
404,100,87,48,48,0,0,5.10
405,100,91,80,80,0,0,3.36
406,101,5,40,40,0,0,4.11
407,101,15,50,50,1,0,3.62
408,101,25,48,48,0,0,1.28
409,102,4,60,57,0,3,2.59
410,102,12,16,15,0,1,1.79
411,102,24,48,46,0,2,3.85
412,102,38,42,40,0,2,3.96
413,102,93,72,69,0,3,4.56
414,103,43,60,60,0,0,5.72
415,103,44,72,72,0,0,2.07
416,103,54,72,72,0,0,5.84
417,103,65,40,40,0,0,2.67
418,104,60,80,80,0,0,3.45
419,104,88,48,48,0,0,5.55
420,105,22,60,60,0,0,0.42
421,105,34,70,70,0,0,4.52
422,105,48,18,18,0,0,9.61
423,105,51,64,64,0,0,5.91
424,105,62,80,80,0,0,2.54
425,105,84,72,72,0,0,2.51
426,106,90,40,40,0,0,3.17
427,107,27,80,80,0,0,3.55
428,107,40,96,96,0,0,2.81
429,107,52,20,20,0,0,3.32
430,107,80,72,72,0,0,3.36
431,107,86,64,64,0,0,1.84
432,108,19,54,54,0,0,3.44
433,108,28,72,72,0,0,1.80
434,108,58,78,78,0,0,3.32
435,108,59,66,66,0,0,3.42
436,109,9,72,72,0,0,5.04
437,109,30,64,64,0,0,2.13
438,109,36,48,48,0,0,3.09
439,109,39,64,64,0,0,3.11
440,109,67,72,72,0,0,4.16
441,110,1,72,72,0,0,4.01
442,110,16,96,96,0,0,3.12
443,110,32,40,40,0,0,2.42
444,110,56,72,72,1,0,2.26
445,110,70,80,80,0,0,4.60
446,110,73,72,72,0,0,5.73
447,111,74,72,72,0,0,2.46
448,112,5,60,60,0,0,4.11
449,112,15,70,70,0,0,3.62
450,112,18,60,60,0,0,3.55
451,112,25,48,48,0,0,1.28
452,112,33,72,72,0,0,3.95
453,112,35,72,72,0,0,3.31
454,113,17,48,48,0,0,2.82
455,113,24,48,48,0,0,3.85
456,113,45,42,42,0,0,1.99
457,113,47,72,72,0,0,6.60
458,113,76,60,60,0,0,2.79
459,114,11,36,36,0,0,1.74
460,114,43,60,60,0,0,5.72
461,114,53,96,96,0,0,3.24
462,114,54,72,72,0,0,5.84
463,114,65,80,80,0,0,2.67
464,115,26,60,60,0,0,2.79
465,115,29,78,78,0,0,2.02
466,115,37,90,90,0,0,3.17
467,115,81,70,70,0,0,4.75
468,116,31,72,72,0,0,3.41
469,116,61,36,36,0,0,2.75
470,117,40,48,48,0,0,2.81
471,117,49,60,60,0,0,5.09
472,117,72,56,56,0,0,5.20
473,118,28,48,48,0,0,1.80
474,118,58,66,66,0,0,3.32
475,118,59,66,66,0,0,3.42
476,119,2,60,57,0,3,2.58
477,119,9,72,69,0,3,5.04
478,119,23,72,69,0,3,0.58
479,119,39,56,54,0,2,3.11
480,119,55,84,81,0,3,2.64
481,119,63,96,93,1,3,2.52
482,120,67,108,108,0,0,4.16
483,120,85,48,48,0,0,2.27
484,120,92,60,60,0,0,3.69
485,121,1,36,36,0,0,4.01
486,121,70,80,80,0,0,4.60
487,121,82,50,50,0,0,2.25
488,121,87,72,72,0,0,5.10
489,121,91,80,80,0,0,3.36
490,122,5,60,60,0,0,4.11
491,122,15,60,60,0,0,3.62
492,122,25,96,96,0,0,1.28
493,122,35,64,64,0,0,3.31
494,123,24,96,96,0,0,3.85
495,123,38,54,54,0,0,3.96
496,123,47,36,36,0,0,6.60
497,123,93,72,72,0,0,4.56
498,124,11,72,72,0,0,1.74
499,124,43,84,84,0,0,5.72
500,124,44,72,72,0,0,2.07
501,124,54,36,36,0,0,5.84
502,125,60,60,60,0,0,3.45
503,125,88,72,72,0,0,5.55
504,126,22,40,40,0,0,0.42
505,126,34,70,70,0,0,4.52
506,126,51,48,48,0,0,5.91
507,126,62,20,20,0,0,2.54
508,126,84,72,72,0,0,2.51
509,127,27,80,80,0,0,3.55
510,127,40,72,72,0,0,2.81
511,127,52,40,40,0,0,3.32
512,127,64,56,56,0,0,3.05
513,127,80,48,48,0,0,3.36
514,127,86,56,56,0,0,1.84
515,128,19,30,30,0,0,3.44
516,128,28,72,72,0,0,1.80
517,128,58,108,108,0,0,3.32
518,128,59,66,66,1,0,3.42
519,129,2,60,60,0,0,2.58
520,129,30,48,48,0,0,2.13
521,129,39,40,40,0,0,3.11
522,129,55,60,60,0,0,2.64
523,129,67,72,72,0,0,4.16
524,130,1,72,72,0,0,4.01
525,130,8,56,56,0,0,5.95
526,130,16,96,96,0,0,3.12
527,130,32,60,60,0,0,2.42
528,130,70,40,40,0,0,4.60
529,130,73,72,72,0,0,5.73
530,131,74,72,72,0,0,2.46
531,131,91,64,64,0,0,3.36
532,132,5,80,80,0,0,4.11
533,132,15,60,60,0,0,3.62
534,132,18,60,60,0,0,3.55
535,132,25,48,48,0,0,1.28
536,132,35,72,72,0,0,3.31
537,133,17,56,56,0,0,2.82
538,133,24,48,48,0,0,3.85
539,133,41,40,40,0,0,3.15
540,133,45,36,36,0,0,1.99
541,133,68,32,32,0,0,5.73
542,133,76,102,102,0,0,2.79
543,134,11,72,72,0,0,1.74
544,134,43,60,60,0,0,5.72
545,134,53,48,48,0,0,3.24
546,134,54,72,72,0,0,5.84
547,134,65,70,70,0,0,2.67
548,135,26,48,48,0,0,2.79
549,135,29,54,54,0,0,2.02
550,135,37,66,66,0,0,3.17
551,135,81,80,80,0,0,4.75
552,136,31,72,69,0,3,3.41
553,136,34,50,48,0,2,4.52
554,136,48,72,69,0,3,9.61
555,136,61,72,69,1,3,2.75
556,136,90,60,57,0,3,3.17
557,137,49,42,42,0,0,5.09
558,137,72,32,32,0,0,5.20
559,138,28,72,72,0,0,1.80
560,138,58,66,66,0,0,3.32
561,138,59,42,42,0,0,3.42
562,139,2,60,60,0,0,2.58
563,139,9,108,108,0,0,5.04
564,139,23,72,72,0,0,0.58
565,139,39,56,56,0,0,3.11
566,139,55,48,48,0,0,2.64
567,139,63,96,96,0,0,2.52
568,140,71,60,60,0,0,5.16
569,140,85,96,96,0,0,2.27
570,140,92,20,20,0,0,3.69
571,141,1,108,108,0,0,4.01
572,141,82,60,60,0,0,2.25
573,141,87,48,48,0,0,5.10
574,142,5,60,60,0,0,4.11
575,142,15,80,80,0,0,3.62
576,142,25,48,48,0,0,1.28
577,142,35,80,80,0,0,3.31
578,143,24,24,24,0,0,3.85
579,143,38,54,54,0,0,3.96
580,143,47,108,108,0,0,6.60
581,143,93,72,72,0,0,4.56
582,144,11,36,36,0,0,1.74
583,144,43,72,72,0,0,5.72
584,144,44,108,108,0,0,2.07
585,144,54,36,36,0,0,5.84
586,145,60,80,80,0,0,3.45
587,145,88,48,48,0,0,5.55
588,146,22,40,40,0,0,0.42
589,146,34,70,70,0,0,4.52
590,146,51,64,64,0,0,5.91
591,146,62,40,40,0,0,2.54
592,146,84,72,72,1,0,2.51
593,147,27,100,100,0,0,3.55
594,147,40,96,96,0,0,2.81
595,147,52,80,80,0,0,3.32
596,147,64,72,72,0,0,3.05
597,147,80,96,96,0,0,3.36
598,147,86,40,40,0,0,1.84
599,148,19,36,36,0,0,3.44
600,148,28,48,48,0,0,1.80
601,148,59,84,84,0,0,3.42
602,149,2,80,80,0,0,2.58
603,149,9,36,36,0,0,5.04
604,149,30,72,72,0,0,2.13
605,149,39,96,96,0,0,3.11
606,149,55,60,60,0,0,2.64
607,149,67,72,72,0,0,4.16
608,150,71,70,70,0,0,5.16
609,151,1,72,72,0,0,4.01
610,151,16,72,72,0,0,3.12
611,151,32,70,70,0,0,2.42
612,151,57,80,80,0,0,2.74
613,151,73,72,72,0,0,5.73
614,151,74,64,64,0,0,2.46
615,152,91,56,56,0,0,3.36
616,153,5,60,57,0,3,4.11
617,153,15,70,67,0,3,3.62
618,153,18,60,57,0,3,3.55
619,153,25,96,93,0,3,1.28
620,154,17,80,80,0,0,2.82
621,154,24,72,72,0,0,3.85
622,154,45,84,84,0,0,1.99
623,154,68,32,32,0,0,5.73
624,154,76,72,72,0,0,2.79
625,155,11,72,72,0,0,1.74
626,155,43,60,60,0,0,5.72
627,155,53,96,96,0,0,3.24
628,155,54,36,36,0,0,5.84
629,155,65,80,80,1,0,2.67
630,156,26,48,48,0,0,2.79
631,156,37,54,54,0,0,3.17
632,156,81,70,70,0,0,4.75
633,157,3,96,96,0,0,2.24
634,157,31,72,72,0,0,3.41
635,157,34,40,40,0,0,4.52
636,157,48,54,54,0,0,9.61
637,157,61,72,72,0,0,2.75
638,157,90,60,60,0,0,3.17
639,158,40,24,24,0,0,2.81
640,158,49,90,90,0,0,5.09
641,158,72,48,48,0,0,5.20
642,159,28,72,72,0,0,1.80
643,159,58,66,66,0,0,3.32
644,159,59,66,66,0,0,3.42
645,160,23,36,36,0,0,0.58
646,160,30,56,56,0,0,2.13
647,160,36,72,72,0,0,3.09
648,160,39,48,48,0,0,3.11
649,160,55,84,84,0,0,2.64
650,160,63,48,48,0,0,2.52
651,161,71,40,40,0,0,5.16
652,161,85,60,60,0,0,2.27
653,161,92,50,50,0,0,3.69
654,162,1,36,36,0,0,4.01
655,162,8,64,64,0,0,5.95
656,162,82,70,70,0,0,2.25
657,162,87,48,48,0,0,5.10
658,163,5,20,20,0,0,4.11
659,163,15,60,60,0,0,3.62
660,163,25,48,48,0,0,1.28
661,163,35,56,56,0,0,3.31
662,164,4,60,60,0,0,2.59
663,164,12,16,16,0,0,1.79
664,164,24,96,96,0,0,3.85
665,164,38,54,54,0,0,3.96
666,164,47,72,72,1,0,6.60
667,164,93,48,48,0,0,4.56
668,165,43,72,72,0,0,5.72
669,165,54,72,72,0,0,5.84
670,166,60,40,40,0,0,3.45
671,166,88,96,96,0,0,5.55
672,167,22,40,40,0,0,0.42
673,167,34,70,70,0,0,4.52
674,167,51,80,80,0,0,5.91
675,167,62,80,80,0,0,2.54
676,167,84,72,72,0,0,2.51
677,167,90,60,60,0,0,3.17
678,168,27,40,40,0,0,3.55
679,168,40,96,96,0,0,2.81
680,168,46,40,40,0,0,2.59
681,168,52,20,20,0,0,3.32
682,168,64,40,40,0,0,3.05
683,168,80,72,72,0,0,3.36
684,169,86,64,64,0,0,1.84
685,170,19,60,57,0,3,3.44
686,170,28,48,46,0,2,1.80
687,170,58,54,52,0,2,3.32
688,170,59,48,46,0,2,3.42
689,171,30,72,72,0,0,2.13
690,171,39,56,56,0,0,3.11
691,171,55,60,60,0,0,2.64
692,171,67,72,72,0,0,4.16
693,171,71,50,50,0,0,5.16
694,172,1,108,108,0,0,4.01
695,172,8,24,24,0,0,5.95
696,172,16,48,48,0,0,3.12
697,172,32,40,40,0,0,2.42
698,172,73,48,48,0,0,5.73
699,172,74,56,56,0,0,2.46
700,173,5,60,60,0,0,4.11
701,173,15,70,70,0,0,3.62
702,173,18,80,80,0,0,3.55
703,173,25,48,48,1,0,1.28
704,173,33,72,72,0,0,3.95
705,173,35,96,96,0,0,3.31
706,174,17,48,48,0,0,2.82
707,174,24,24,24,0,0,3.85
708,174,41,20,20,0,0,3.15
709,174,45,72,72,0,0,1.99
710,174,76,54,54,0,0,2.79
711,175,11,108,108,0,0,1.74
712,175,43,24,24,0,0,5.72
713,175,54,72,72,0,0,5.84
714,175,65,70,70,0,0,2.67
715,176,26,60,60,0,0,2.79
716,176,29,72,72,0,0,2.02
717,176,37,66,66,0,0,3.17
718,176,81,40,40,0,0,4.75
719,177,31,72,72,0,0,3.41
720,177,48,54,54,0,0,9.61
721,177,61,60,60,0,0,2.75
722,177,90,60,60,0,0,3.17
723,178,49,36,36,0,0,5.09
724,178,52,60,60,0,0,3.32
725,178,72,40,40,0,0,5.20
726,179,28,96,96,0,0,1.80
727,179,59,84,84,0,0,3.42
728,179,66,48,48,0,0,4.47
729,180,2,40,40,0,0,2.58
730,180,9,108,108,0,0,5.04
731,180,23,72,72,0,0,0.58
732,180,39,72,72,0,0,3.11
733,180,55,72,72,0,0,2.64
734,180,63,96,96,0,0,2.52
735,181,71,80,80,0,0,5.16
736,181,85,60,60,0,0,2.27
737,181,92,60,60,0,0,3.69
738,182,1,36,36,0,0,4.01
739,182,57,80,80,0,0,2.74
740,182,82,50,50,1,0,2.25
741,182,87,72,72,0,0,5.10
742,183,5,80,80,0,0,4.11
743,183,15,60,60,0,0,3.62
744,183,25,48,48,0,0,1.28
745,183,33,72,72,0,0,3.95
746,183,35,56,56,0,0,3.31
747,184,12,32,32,0,0,1.79
748,184,24,72,72,0,0,3.85
749,184,38,66,66,0,0,3.96
750,184,41,50,50,0,0,3.15
751,184,93,48,48,0,0,4.56
752,185,43,72,72,0,0,5.72
753,185,44,72,72,0,0,2.07
754,185,54,72,72,0,0,5.84
755,186,60,60,60,0,0,3.45
756,186,88,48,48,0,0,5.55
757,187,22,60,57,0,3,0.42
758,187,48,48,46,0,2,9.61
759,187,51,56,54,0,2,5.91
760,187,62,40,38,0,2,2.54
761,187,84,72,69,0,3,2.51
762,188,27,60,60,0,0,3.55
763,188,52,80,80,0,0,3.32
764,188,64,56,56,0,0,3.05
765,188,80,96,96,0,0,3.36
766,188,86,64,64,0,0,1.84
767,189,19,42,42,0,0,3.44
768,189,28,72,72,0,0,1.80
769,189,59,72,72,0,0,3.42
770,190,2,80,80,0,0,2.58
